system:index,LST,NDVI,.geo
44,47.26370300000002,0.16463226205191595,"{""type"":""Point"",""coordinates"":[73.75703286468108,18.23751589164964]}"
45,39.92863208000006,0.18828106578637113,"{""type"":""Point"",""coordinates"":[73.39531953982235,18.80015960950752]}"
46,43.76194151000004,0.15265427386576988,"{""type"":""Point"",""coordinates"":[73.64949541268794,18.38056276245293]}"
47,48.58989475999999,0.13099305830306082,"{""type"":""Point"",""coordinates"":[74.08717708061084,18.929876811945977]}"
48,48.798393980000014,0.15626657960249765,"{""type"":""Point"",""coordinates"":[74.51740678388022,18.110596886234298]}"
49,40.962583129999985,0.38284420447618217,"{""type"":""Point"",""coordinates"":[73.55121951420676,19.034698744211454]}"
50,29.811292879999996,0.04287185523024864,"{""type"":""Point"",""coordinates"":[73.47872261787778,18.815310312720605]}"
51,47.60892302000002,0.14152228927389526,"{""type"":""Point"",""coordinates"":[74.4701881693448,18.636236362651616]}"
52,48.69243535999999,0.16119828815977175,"{""type"":""Point"",""coordinates"":[73.4403354240619,18.648015855654883]}"
53,45.17529278000001,0.22566297881803524,"{""type"":""Point"",""coordinates"":[73.93744254636782,19.128138290455936]}"
54,49.20172034000001,0.1328102400925658,"{""type"":""Point"",""coordinates"":[73.69930792128861,18.505696955552366]}"
55,50.138257820000035,0.18830336416865884,"{""type"":""Point"",""coordinates"":[74.7767678681145,18.22723030487387]}"
56,35.79453689000002,0.3243748230631311,"{""type"":""Point"",""coordinates"":[73.50861941842385,18.547760255916074]}"
57,41.870067440000014,0.28968512486427794,"{""type"":""Point"",""coordinates"":[73.60462509448023,19.075471322015268]}"
58,54.841453340000044,0.07501554442046743,"{""type"":""Point"",""coordinates"":[74.6091352752653,18.298039150095413]}"
59,41.51459336000005,0.16018573444883097,"{""type"":""Point"",""coordinates"":[73.97479785750579,18.77578433378628]}"
60,41.39496266000003,0.20424444272325923,"{""type"":""Point"",""coordinates"":[75.03868624626138,17.931300077874052]}"
61,45.23339912000006,0.30584192439862545,"{""type"":""Point"",""coordinates"":[74.77130840856209,18.21556066100179]}"
62,40.345630519999986,0.22104286294298475,"{""type"":""Point"",""coordinates"":[74.19911835449236,18.495107000619054]}"
63,48.10966295000003,0.18549173984724607,"{""type"":""Point"",""coordinates"":[74.04310412520452,19.228788293339864]}"
